# BUSCO version is: 4.0.2 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2019-11-20, number of species: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length
26at5125	Complete	tr|E9EDZ1|E9EDZ1_METAQ	8008.0	3795	https://www.orthodb.org/v10?query=26at5125	Dynein heavy chain
30at5125	Complete	tr|E9DSN9|E9DSN9_METAQ	6884.8	4015	https://www.orthodb.org/v10?query=30at5125	Midasin
49at5125	Complete	tr|E9DWS7|E9DWS7_METAQ	6427.0	3192	https://www.orthodb.org/v10?query=49at5125	histone acetylase complex subunit
52at5125	Complete	tr|E9E713|E9E713_METAQ	5223.8	3136	https://www.orthodb.org/v10?query=52at5125	E3 ubiquitin ligase, domain of unknown function DUF908
78at5125	Complete	tr|E9EBU9|E9EBU9_METAQ	5310.1	2706	https://www.orthodb.org/v10?query=78at5125	Vacuolar protein sorting-associated protein
87at5125	Complete	tr|E9ED26|E9ED26_METAQ	4381.3	2554	https://www.orthodb.org/v10?query=87at5125	fermentation associated protein
102at5125	Complete	tr|E9E6D1|E9E6D1_METAQ	4158.3	2261	https://www.orthodb.org/v10?query=102at5125	FMP27, SW domain
133at5125	Complete	tr|E9E2K0|E9E2K0_METAQ	4393.7	2002	https://www.orthodb.org/v10?query=133at5125	Pre-mRNA processing splicing factor 8
141at5125	Complete	tr|E9DVA3|E9DVA3_METAQ	4263.7	2088	https://www.orthodb.org/v10?query=141at5125	FKBP12-rapamycin binding domain
142at5125	Complete	tr|E9E3D6|E9E3D6_METAQ	4055.7	2123	https://www.orthodb.org/v10?query=142at5125	WD40-repeat-containing domain
154at5125	Complete	tr|E9DY47|E9DY47_METAQ	4084.8	2471	https://www.orthodb.org/v10?query=154at5125	Serine/threonine-protein kinase Tel1
155at5125	Complete	tr|E9DTF2|E9DTF2_METAQ	4063.5	2223	https://www.orthodb.org/v10?query=155at5125	Ribosomal protein L19
168at5125	Complete	tr|E9EGX2|E9EGX2_METAQ	3049.7	1824	https://www.orthodb.org/v10?query=168at5125	Ras GTPase activator
171at5125	Complete	tr|E9DUP8|E9DUP8_METAQ	4070.6	2077	https://www.orthodb.org/v10?query=171at5125	transcriptional activator leucine zipper
178at5125	Complete	tr|E9DRS1|E9DRS1_METAQ	4001.2	1978	https://www.orthodb.org/v10?query=178at5125	Acetyl-CoA carboxylase
194at5125	Complete	tr|E9DZI6|E9DZI6_METAQ	3771.2	2152	https://www.orthodb.org/v10?query=194at5125	Armadillo-type fold protein
200at5125	Complete	tr|E9DRV9|E9DRV9_METAQ	4142.8	1889	https://www.orthodb.org/v10?query=200at5125	Glutamate synthase
203at5125	Complete	tr|E9EA67|E9EA67_METAQ	3898.1	1890	https://www.orthodb.org/v10?query=203at5125	fatty acid synthase beta subunit dehydratase
215at5125	Complete	tr|E9DWA8|E9DWA8_METAQ	3925.1	1904	https://www.orthodb.org/v10?query=215at5125	DNA polymerase epsilon catalytic subunit
246at5125	Complete	tr|E9DWM2|E9DWM2_METAQ	3382.5	1827	https://www.orthodb.org/v10?query=246at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
250at5125	Complete	tr|E9E4R1|E9E4R1_METAQ	3656.6	1994	https://www.orthodb.org/v10?query=250at5125	myosin type II heavy chain
259at5125	Complete	tr|E9E2R0|E9E2R0_METAQ	4020.3	1951	https://www.orthodb.org/v10?query=259at5125	pre-mRNA splicing helicase
