# BUSCO version is: 4.0.2 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2019-11-20, number of species: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length
26at5125	Missing
30at5125	Complete	27712-Mb.00g011380.m01	6606.7	3977	https://www.orthodb.org/v10?query=30at5125	Midasin
49at5125	Missing
52at5125	Missing
78at5125	Complete	27712-Mb.00g007340.m01	4915.0	2573	https://www.orthodb.org/v10?query=78at5125	Vacuolar protein sorting-associated protein
87at5125	Missing
102at5125	Missing
133at5125	Missing
141at5125	Complete	27712-Mb.00g028570.m01	4099.1	2014	https://www.orthodb.org/v10?query=141at5125	FKBP12-rapamycin binding domain
142at5125	Missing
154at5125	Complete	27712-Mb.00g058200.m01	3563.2	1999	https://www.orthodb.org/v10?query=154at5125	Serine/threonine-protein kinase Tel1
155at5125	Missing
168at5125	Missing
171at5125	Complete	27712-Mb.00g016290.m01	3883.6	1994	https://www.orthodb.org/v10?query=171at5125	transcriptional activator leucine zipper
178at5125	Missing
194at5125	Missing
200at5125	Complete	27712-Mb.00g023610.m01	3446.2	1587	https://www.orthodb.org/v10?query=200at5125	Glutamate synthase
203at5125	Complete	27712-Mb.00g005270.m01	3182.4	1592	https://www.orthodb.org/v10?query=203at5125	fatty acid synthase beta subunit dehydratase
215at5125	Missing
246at5125	Complete	27712-Mb.00g032510.m01	3250.3	1768	https://www.orthodb.org/v10?query=246at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
250at5125	Missing
259at5125	Missing
270at5125	Missing
281at5125	Missing
309at5125	Missing
314at5125	Complete	27712-Mb.00g017970.m01	3409.5	1565	https://www.orthodb.org/v10?query=314at5125	Activating signal cointegrator 1 complex subunit 3
322at5125	Missing
323at5125	Missing
341at5125	Missing
343at5125	Missing
351at5125	Missing
353at5125	Missing
380at5125	Missing
390at5125	Complete	27712-Mb.00g008360.m01	1040.4	1468	https://www.orthodb.org/v10?query=390at5125	Polyketide synthase
390at5125	Complete	27712-Mb.00g054620.m01	968.5	1444	https://www.orthodb.org/v10?query=390at5125	Polyketide synthase
407at5125	Missing
420at5125	Missing
429at5125	Missing
434at5125	Complete	27712-Mb.00g005440.m01	2971.2	1448	https://www.orthodb.org/v10?query=434at5125	class V chitin synthase
446at5125	Missing
459at5125	Missing
463at5125	Missing
481at5125	Missing
485at5125	Missing
497at5125	Missing
499at5125	Missing
521at5125	Complete	27712-Mb.00g072620.m01	2487.2	1358	https://www.orthodb.org/v10?query=521at5125	Putative response regulator receiver RIM15p
522at5125	Complete	27712-Mb.00g005450.m01	2672.7	1452	https://www.orthodb.org/v10?query=522at5125	class VII chitin synthase
527at5125	Missing
539at5125	Missing
542at5125	Missing
569at5125	Complete	27712-Mb.00g040740.m01	2041.6	1071	https://www.orthodb.org/v10?query=569at5125	DNA-directed RNA polymerase subunit
581at5125	Missing
616at5125	Complete	27712-Mb.00g058390.m01	2750.5	1567	https://www.orthodb.org/v10?query=616at5125	Nucleoporin
637at5125	Complete	27712-Mb.00g016400.m01	2049.2	1266	https://www.orthodb.org/v10?query=637at5125	Winged helix-like DNA-binding domain superfamily
655at5125	Complete	27712-Mb.00g069420.m01	1444.5	815	https://www.orthodb.org/v10?query=655at5125	cellular morphogenesis regulator DopA
658at5125	Missing
664at5125	Missing
672at5125	Missing
677at5125	Missing
694at5125	Missing
707at5125	Missing
720at5125	Missing
726at5125	Complete	27712-Mb.00g044340.m01	1736.0	970	https://www.orthodb.org/v10?query=726at5125	Zinc finger, PHD-type
729at5125	Complete	27712-Mb.00g052870.m01	2458.2	1495	https://www.orthodb.org/v10?query=729at5125	Autophagy-related protein 2
740at5125	Missing
742at5125	Missing
746at5125	Missing
776at5125	Complete	27712-Mb.00g032730.m01	2526.1	1580	https://www.orthodb.org/v10?query=776at5125	ankyrin repeat containing protein
782at5125	Complete	27712-Mb.00g057820.m01	2593.3	1305	https://www.orthodb.org/v10?query=782at5125	Multidrug resistance-associated protein 1
789at5125	Complete	27712-Mb.00g025620.m01	2215.3	1370	https://www.orthodb.org/v10?query=789at5125	endosomal peripheral membrane protein
794at5125	Missing
799at5125	Missing
818at5125	Missing
824at5125	Complete	27712-Mb.00g027590.m01	1846.7	1111	https://www.orthodb.org/v10?query=824at5125	Ankyrin repeat-containing domain
854at5125	Complete	27712-Mb.00g003590.m01	2193.7	1263	https://www.orthodb.org/v10?query=854at5125	DNA-directed RNA polymerase subunit
868at5125	Missing
874at5125	Complete	27712-Mb.00g028440.m01	2560.9	1279	https://www.orthodb.org/v10?query=874at5125	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
879at5125	Missing
923at5125	Missing
925at5125	Missing
928at5125	Missing
940at5125	Missing
944at5125	Missing
949at5125	Missing
982at5125	Missing
1018at5125	Missing
1027at5125	Complete	27712-Mb.00g022030.m01	1667.4	1211	https://www.orthodb.org/v10?query=1027at5125	Leucine-rich repeat
1066at5125	Complete	27712-Mb.00g008070.m01	2134.3	1175	https://www.orthodb.org/v10?query=1066at5125	Phospholipase
1068at5125	Missing
1071at5125	Missing
1079at5125	Missing
1083at5125	Complete	27712-Mb.00g025070.m01	2412.9	1249	https://www.orthodb.org/v10?query=1083at5125	thyroid hormone receptor interactor 12
1101at5125	Missing
1103at5125	Missing
1128at5125	Complete	27712-Mb.00g007000.m01	1471.1	847	https://www.orthodb.org/v10?query=1128at5125	Putative glyoxal oxidase
1130at5125	Missing
1147at5125	Missing
1179at5125	Complete	27712-Mb.00g021110.m01	1848.4	1115	https://www.orthodb.org/v10?query=1179at5125	kinesin
1181at5125	Missing
1182at5125	Missing
1187at5125	Complete	27712-Mb.00g061550.m01	2249.8	1061	https://www.orthodb.org/v10?query=1187at5125	WD40-repeat-containing domain
1198at5125	Missing
1210at5125	Complete	27712-Mb.00g042140.m01	1843.3	1025	https://www.orthodb.org/v10?query=1210at5125	WD40-repeat-containing domain
1220at5125	Complete	27712-Mb.00g069680.m01	1659.7	778	https://www.orthodb.org/v10?query=1220at5125	Transcription elongation factor Spt6
