# BUSCO version is: 4.0.2 
# The lineage dataset is: hypocreales_odb10 (Creation date: 2019-11-20, number of species: 50, number of BUSCOs: 4494)
# Busco id	Status	Sequence	Score	Length
26at5125	Complete	tr|E9EYN0|E9EYN0_METRA	8008.0	3796	https://www.orthodb.org/v10?query=26at5125	Dynein heavy chain
30at5125	Complete	tr|E9F118|E9F118_METRA	7006.4	4075	https://www.orthodb.org/v10?query=30at5125	Midasin
49at5125	Complete	tr|E9ELN7|E9ELN7_METRA	6562.3	3245	https://www.orthodb.org/v10?query=49at5125	histone acetylase complex subunit
52at5125	Complete	tr|E9EPW7|E9EPW7_METRA	5255.4	3154	https://www.orthodb.org/v10?query=52at5125	E3 ubiquitin ligase, domain of unknown function DUF908
78at5125	Complete	tr|E9EZQ1|E9EZQ1_METRA	5305.0	2701	https://www.orthodb.org/v10?query=78at5125	Vacuolar protein sorting-associated protein
87at5125	Complete	tr|E9END2|E9END2_METRA	4400.7	2563	https://www.orthodb.org/v10?query=87at5125	fermentation associated protein
102at5125	Complete	tr|E9F9E7|E9F9E7_METRA	4173.9	2262	https://www.orthodb.org/v10?query=102at5125	FMP27, SW domain
133at5125	Complete	tr|E9F9J2|E9F9J2_METRA	4434.6	2023	https://www.orthodb.org/v10?query=133at5125	Pre-mRNA processing splicing factor 8
141at5125	Complete	tr|E9EQN6|E9EQN6_METRA	4310.0	2088	https://www.orthodb.org/v10?query=141at5125	FKBP12-rapamycin binding domain
142at5125	Complete	tr|E9FDB0|E9FDB0_METRA	4082.1	2133	https://www.orthodb.org/v10?query=142at5125	WD40-repeat-containing domain
154at5125	Complete	tr|E9ETX2|E9ETX2_METRA	4152.7	2452	https://www.orthodb.org/v10?query=154at5125	Serine/threonine-protein kinase Tel1
155at5125	Complete	tr|E9F7J4|E9F7J4_METRA	4066.9	2222	https://www.orthodb.org/v10?query=155at5125	Ribosomal protein L19
168at5125	Complete	tr|E9EZ42|E9EZ42_METRA	3251.0	1798	https://www.orthodb.org/v10?query=168at5125	Ras GTPase activator
171at5125	Complete	tr|E9F2H3|E9F2H3_METRA	4054.7	2081	https://www.orthodb.org/v10?query=171at5125	transcriptional activator leucine zipper
178at5125	Complete	tr|E9F1D9|E9F1D9_METRA	4000.5	1970	https://www.orthodb.org/v10?query=178at5125	Acetyl-CoA carboxylase
194at5125	Complete	tr|E9EVV0|E9EVV0_METRA	3955.4	2244	https://www.orthodb.org/v10?query=194at5125	Armadillo-type fold protein
200at5125	Complete	tr|E9EPC5|E9EPC5_METRA	4140.3	1887	https://www.orthodb.org/v10?query=200at5125	Glutamate synthase
203at5125	Complete	tr|E9EMP5|E9EMP5_METRA	3912.8	1890	https://www.orthodb.org/v10?query=203at5125	fatty acid synthase beta subunit dehydratase
215at5125	Complete	tr|E9EXB5|E9EXB5_METRA	3918.8	1904	https://www.orthodb.org/v10?query=215at5125	DNA polymerase epsilon catalytic subunit
246at5125	Complete	tr|E9EXM2|E9EXM2_METRA	3401.5	1829	https://www.orthodb.org/v10?query=246at5125	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
250at5125	Complete	tr|E9EJ85|E9EJ85_METRA	3660.0	1989	https://www.orthodb.org/v10?query=250at5125	myosin type II heavy chain
259at5125	Complete	tr|E9F4L6|E9F4L6_METRA	4025.2	1952	https://www.orthodb.org/v10?query=259at5125	pre-mRNA splicing helicase
270at5125	Complete	tr|E9EV31|E9EV31_METRA	3254.1	1699	https://www.orthodb.org/v10?query=270at5125	E3 ubiquitin-protein ligase ubr1
281at5125	Complete	tr|E9EYT3|E9EYT3_METRA	3121.4	1882	https://www.orthodb.org/v10?query=281at5125	phosphatidylinositol-4-phosphate 5-kinase fab1
309at5125	Complete	tr|A0A0B2XG56|A0A0B2XG56_METRA	3552.8	1926	https://www.orthodb.org/v10?query=309at5125	Phosphatidylinositol 3-/4-kinase, catalytic domain
314at5125	Complete	tr|E9EYI1|E9EYI1_METRA	3446.2	1664	https://www.orthodb.org/v10?query=314at5125	Activating signal cointegrator 1 complex subunit 3
322at5125	Complete	tr|E9F1N6|E9F1N6_METRA	3655.0	1665	https://www.orthodb.org/v10?query=322at5125	Carbamoyl-phosphate synthase small subunit, N-terminal domain
323at5125	Complete	tr|E9F4P0|E9F4P0_METRA	2690.4	1381	https://www.orthodb.org/v10?query=323at5125	Adenylate cyclase
341at5125	Complete	tr|E9EP49|E9EP49_METRA	3360.5	1852	https://www.orthodb.org/v10?query=341at5125	CCR4-Not complex component, Not1
343at5125	Complete	tr|E9ENV9|E9ENV9_METRA	3406.6	1726	https://www.orthodb.org/v10?query=343at5125	proteasome activator subunit 4
351at5125	Complete	tr|E9F0H3|E9F0H3_METRA	3379.3	1778	https://www.orthodb.org/v10?query=351at5125	related to rat omega-conotoxin-sensitive calcium channel alpha-1 subunit rbB-I
353at5125	Complete	tr|E9ERE4|E9ERE4_METRA	3094.3	1650	https://www.orthodb.org/v10?query=353at5125	DHR-1 domain
380at5125	Complete	tr|E9EVG8|E9EVG8_METRA	3187.2	1692	https://www.orthodb.org/v10?query=380at5125	phosphatidylinositol 3-kinase 3
390at5125	Complete	tr|E9EN89|E9EN89_METRA	2577.2	1668	https://www.orthodb.org/v10?query=390at5125	Polyketide synthase
407at5125	Complete	tr|E9EMP6|E9EMP6_METRA	3466.4	1662	https://www.orthodb.org/v10?query=407at5125	Fatty acid synthase subunit alpha
420at5125	Complete	tr|E9ELR3|E9ELR3_METRA	3300.2	1718	https://www.orthodb.org/v10?query=420at5125	Calcium channel subunit Cch1
429at5125	Complete	tr|E9EXA3|E9EXA3_METRA	2792.7	1576	https://www.orthodb.org/v10?query=429at5125	anaphase-promoting complex subunit 1
434at5125	Complete	tr|E9EML9|E9EML9_METRA	3225.8	1570	https://www.orthodb.org/v10?query=434at5125	class V chitin synthase
446at5125	Complete	tr|E9F0V0|E9F0V0_METRA	3202.1	1597	https://www.orthodb.org/v10?query=446at5125	SNF2-related, N-terminal domain
459at5125	Complete	tr|E9F4A5|E9F4A5_METRA	3063.2	1403	https://www.orthodb.org/v10?query=459at5125	acyl CoA ligase-like protein
463at5125	Complete	tr|E9ETL6|E9ETL6_METRA	3303.0	1549	https://www.orthodb.org/v10?query=463at5125	Clathrin heavy chain
481at5125	Complete	tr|E9EUY8|E9EUY8_METRA	2908.8	1597	https://www.orthodb.org/v10?query=481at5125	Helicase SEN1
485at5125	Complete	tr|E9EU53|E9EU53_METRA	2519.2	1821	https://www.orthodb.org/v10?query=485at5125	Ubiquitin C-terminal hydrolase
497at5125	Complete	tr|E9ES03|E9ES03_METRA	3045.7	1513	https://www.orthodb.org/v10?query=497at5125	Sec7, C-terminal
